sep=|
- - 2022 AADT Report for Albemarle County - -
LINKID|SEQUENCENUMBER|RTE_NM|RTE_NM_2|RTE_NM_3|RTE_NM_4|Host RTE_NM|Route Label|Street Name|Physical Jurisdiction|Physical Jurisdiciton Name|Maintenance Jurisdiction|Maintenance Jurisdiciton Name|    Start Label|Start Node|Start Node Route Sequence|Star tOffset|Start Milepoint|    End Label|End Node|End Node Route Sequence|End Offset|End Milepoint|    VPDDate|AADT|AADT Quality|Passenger Vehicle|Bus|Truck 2 Axle|Truck 3 Axle|Truck 1 Trailer|Truck 2 Trailer|Class Quality|K Factor|K Factor Quality|Direction Factor|AAWDT|AAWDT Quality|AADT Dir|AADT Quality Dir|PassengerVehicle Dir|Bus Dir|Truck 2 Axle Dir|Truck 3 Axle Dir|Truck 1 Trailer Dir|Truck 2 Trailer Dir|Class Quality Dir|K Factor Dir|K Factor Quality Dir|Direction Factor Dir|AAWDT Dir|AAWDT Quality Dir
701141|0|R-VA002SC00640EB||||R-VA002SC00640EB|02-640|Turkey Sag Rd|002|Albemarle County|002|Albemarle County|    3.59 ME SR 20 S| 110183|0|3.59|9.48|    SR 231 Gordonsville Rd| 110182|0|0|10.88|    08/02/2018|124|R|||||||X||24|||X||||||||||||||
701142|0|R-VA002SC00640EB||||R-VA002SC00640EB|02-640|Saint Johns Rd|002|Albemarle County|002|Albemarle County|    SR 231 Gordonsville Rd| 110182|0|0|10.88|    SR 22 Louisa Rd| 110181|0|0|12.78|    08/04/2021|291|R|||||||X||24|||X||||||||||||||
701143|0|R-VA002SC00640EB||||R-VA002SC00640EB|02-640|Cobham Station Lane|002|Albemarle County|002|Albemarle County|    SR 22 Louisa Rd| 110181|0|0|12.78|    Dead End| 110180|0|0|12.88|    03/20/2018|30|T|||||||X||24|||X||||||||||||||
701144|0|R-VA002SC00641EB||||R-VA002SC00641EB|02-641|Frays Mill Rd|002|Albemarle County|002|Albemarle County|    02-743 Advance Mills Rd| 110187|0|0|0|    | 111187|0|0|2.4|    01/01/2022|429|G|97|0|1|0|1|0|C|.103|6 |.62|413|G||||||||||||||
701145|0|R-VA002SC00641EB||||R-VA002SC00641EB|02-641|Frays Mill Rd|002|Albemarle County|002|Albemarle County|    02-606 W, Spring Hill Rd| 111187|0|0|2.4|    US 29 Seminole Trail| 110188|0|0|2.882|    01/01/2022|2059|G|99|0|0|0|0|0|C|.1|6 |.81|1984|G||||||||||||||
701146|0|R-VA002SC00641EB||||R-VA002SC00641EB|02-641|Burnley Station Rd|002|Albemarle County|002|Albemarle County|    US 29 Seminole Trail| 110188|0|0|2.882|    02-600 Watts Passage| 110009|0|0|2.93|    07/20/2021|2476|R|||||||X||24|||X||||||||||||||
701147|0|R-VA002SC00641EB||||R-VA002SC00641EB|02-641|Burnley Station Rd|002|Albemarle County|002|Albemarle County|    02-600 Watts Passage| 110009|0|0|2.93|    SR 20 N, Stony Point Rd| 110190|0|0|9.62|    07/20/2021|270|R|||||||X||24|||X||||||||||||||
701148|0|R-VA002SC00641EB||||R-VA002SC00641EB|02-641|Echo Valley Rd|002|Albemarle County|002|Albemarle County|    SR 20 S, Stony Point Rd| 111193|0|0|9.88|    0.54 ME SR 20| 111193|0|.54|10.42|    07/20/2021|64|R|||||||X||24|||X||||||||||||||
701149|0|R-VA002SC00641EB||||R-VA002SC00641EB|02-641|Echo Valley Rd|002|Albemarle County|002|Albemarle County|    0.54 ME SR 20| 111193|0|.54|10.42|    0.80 ME SR 20| 111193|0|.8|10.68|    07/20/2021|26|R|||||||X||24|||X||||||||||||||
701150|0|R-VA002SC00641EB||||R-VA002SC00641EB|02-641|Echo Valley Rd|002|Albemarle County|002|Albemarle County|    0.80 ME SR 20| 111193|0|.8|10.68|    Dead End| 110191|0|0|11.87|    07/20/2021|22|R|||||||X||24|||X||||||||||||||
701151|0|R-VA002SC00642EB||||R-VA002SC00642EB|02-642|Red Hill Depot Rd|002|Albemarle County|002|Albemarle County|    02-708 W, Red Hill Rd| 111126|0|0|0|    02-708 E, Red Hill Rd| 110192|0|0|.46|    11/01/2018|36|R|||||||X||24|||X||||||||||||||
701152|0|R-VA002SC00643EB||||R-VA002SC00643EB|02-643|Rio Mills Rd|002|Albemarle County|002|Albemarle County|    02-743 Earlysville Rd| 110193|0|0|0|    0.89 ME 02-743| 718918|0|.31|.89|    07/22/2021|817|R|||||||X||24|||X||||||||||||||
701153|0|R-VA002SC00643EB||||R-VA002SC00643EB|02-643|Rio Mills Rd|002|Albemarle County|002|Albemarle County|    0.89 ME 02-743| 718918|0|.31|.89|    0.99 ME 02-743| 718918|0|.41|.99|    07/22/2021|845|R|||||||X||24|||X||||||||||||||
701154|0|R-VA002SC00643EB||||R-VA002SC00643EB|02-643|Rio Mills Rd|002|Albemarle County|002|Albemarle County|    0.99 ME 02-743| 718918|0|.41|.99|    1.64 ME 02-743| 718918|0|1.06|1.64|    04/17/2015|536|R|||||||X||24|||X||||||||||||||
701155|0|R-VA002SC00643EB||||R-VA002SC00643EB|02-643|Rio Mills Rd|002|Albemarle County|002|Albemarle County|    1.64 ME 02-743| 718918|0|1.06|1.64|    1.95 ME 02-743| 718918|0|1.37|1.95|    04/17/2015|553|R|||||||X||24|||X||||||||||||||
701156|0|R-VA002SC00643EB||||R-VA002SC00643EB|02-643|Rio Mills Rd|002|Albemarle County|002|Albemarle County|    1.95 ME 02-743| 718918|0|1.37|1.95|    US 29 Seminole Trail| 110194|0|0|2|    07/22/2021|52|R|||||||X||24|||X||||||||||||||
701157|0|R-VA002SC00643EB||||R-VA002SC00643EB|02-643|Polo Grounds Rd|002|Albemarle County|002|Albemarle County|    US 29 Seminote Trail| 110194|0|0|2|    1.50 ME US 29| 110194|0|1.5|3.5|    01/01/2022|2080|G|98|0|1|0|0|0|C|.136|6 |.63|2194|G||||||||||||||
701158|0|R-VA002SC00643EB||||R-VA002SC00643EB|02-643|Polo Grounds Rd|002|Albemarle County|002|Albemarle County|    1.50 ME US 29| 110194|0|1.5|3.5|    1.65 ME US 29| 110194|0|1.65|3.65|    01/01/2022|1482|G|98|1|1|0|0|0|C|.117|6 |.71|1563|G||||||||||||||
701159|0|R-VA002SC00643EB||||R-VA002SC00643EB|02-643|Polo Grounds Rd|002|Albemarle County|002|Albemarle County|    1.65 ME US 29| 110194|0|1.65|3.65|    | 110194|0|1.89|3.89|    04/15/2015|1482|R|||||||X||24|||X||||||||||||||
701160|0|R-VA002SC00643EB||||R-VA002SC00643EB|02-643|Polo Grounds Rd|002|Albemarle County|002|Albemarle County|    1.89 ME US 29| 110194|0|1.89|3.89|    02-649 Proffitt Rd| 110195|0|0|4.7|    01/01/2022|1379|G|97|1|1|0|0|0|C|.127|6 |.66|1331|G||||||||||||||
701161|0|R-VA002SC00644NB||||R-VA002SC00644NB|02-644|Burnley Rd|002|Albemarle County|002|Albemarle County|    02-641 Burnley Station Rd| 110189|0|0|0|    Orange County Line| 802024|0|0|.6|    07/20/2021|225|R|||||||X||24|||X||||||||||||||
701162|0|R-VA002SC00645NB||||R-VA002SC00645NB|02-645|Wildon Grove Lane|002|Albemarle County|002|Albemarle County|    Dead End| 111205|0|0|0|    0.50 MN Dead End| 111205|0|.5|.5|    07/20/2021|53|R|||||||X||24|||X||||||||||||||
701163|0|R-VA002SC00645NB||||R-VA002SC00645NB|02-645|Wildon Grove Lane|002|Albemarle County|002|Albemarle County|    0.50 MN Dead End| 111205|0|.5|.5|    02-608 Happy Creek Rd| 110048|0|0|1.5|    08/04/2021|59|R|||||||X||24|||X||||||||||||||
701164|0|R-VA002SC00645NB||||R-VA002SC00645NB|02-645|Magnolia Rd|002|Albemarle County|002|Albemarle County|    02-608 Happy Creek Rd| 110048|0|0|1.5|    Orange County Line| 802025|0|0|2.1|    08/04/2021|175|R|||||||X||24|||X||||||||||||||
701165|0|R-VA002SC00646NB||||R-VA002SC00646NB|02-646|Lovers Lane|002|Albemarle County|002|Albemarle County|    SR 231 Gordonsville Rd| 110196|0|0|0|    02-608 Happy Creek Rd| 110049|0|0|.5|    08/04/2021|264|R|||||||X||24|||X||||||||||||||
701166|0|R-VA002SC00646NB||||R-VA002SC00646NB|02-646|Lovers Lane|002|Albemarle County|002|Albemarle County|    02-608 Happy Creek Rd| 110049|0|0|.5|    Orange County Line| 802026|0|0|1|    08/04/2021|143|R|||||||X||24|||X||||||||||||||
701167|0|R-VA002SC00647EB||||R-VA002SC00647EB|02-647|Maxfield Rd|002|Albemarle County|002|Albemarle County|    SR 22 Louisa Rd| 110197|0|0|0|    Dead End| 110198|0|0|.8|    08/05/2021|154|R|||||||X||24|||X||||||||||||||
701168|0|R-VA002SC00648NB||||R-VA002SC00648NB|02-648|Clarks Tract|002|Albemarle County|002|Albemarle County|    Dead End| 110200|0|0|0|    Jurisdiction Boundary: 002 Albemarle County| 110199|0|0|1.9|    08/05/2021|349|R|||||||X||24|||X||||||||||||||
402061|0|R-VA002SC00649NB||||R-VA002SC00649NB|02-649|Proffitt Rd|002|Albemarle County|002|Albemarle County|    SR 20 Stony Point Rd| 110201|0|0|0|    02-643 Polo Grounds Rd| 110195|0|0|2.06|    01/01/2022|4333|G|98|0|1|0|0|0|F|.112|6 |.53|4175|G||||||||||||||
402062|0|R-VA002SC00649NB||||R-VA002SC00649NB|02-649|Proffitt Rd|002|Albemarle County|002|Albemarle County|    02-643 Polo Grounds Rd| 110195|0|0|2.06|    | 110207|0|0|4.43|    01/01/2022|3520|G|98|0|1|0|0|0|C|.11|6 |.5|3713|G||||||||||||||
402064|0|R-VA002SC00649NB||||R-VA002SC00649NB|02-649|Proffitt Rd|002|Albemarle County|002|Albemarle County|    02-785 Pritchett Lane| 110207|0|0|4.43|    US 29 Seminole Trail| 110209|0|0|4.97|    01/01/2022|5728|G|98|0|1|0|0|0|F|.099|6 |.54|6035|G||||||||||||||
402065|0|R-VA002SC00649NB||||R-VA002SC00649NB|02-649|Airport Rd|002|Albemarle County|002|Albemarle County|    US 29 Seminole Trail| 110209|0|0|4.97|    02-1501 Deerwood Dr| 750180|0|0|5.587|    01/01/2022|5501|G|96|1|1|1|1|0|F|.102|6 |.54|5795|G||||||||||||||
402066|0|R-VA002SC00649NB||||R-VA002SC00649NB|02-649|Airport Rd|002|Albemarle County|002|Albemarle County|    02-1501 Deerwood Dr| 750180|0|0|5.587|    02-606 Dickerson Rd| 750182|0|0|5.74|    01/01/2022|5326|G|96|1|1|1|1|0|C|.103|6 |.53|5611|G||||||||||||||
701169|0|R-VA002SC00650EB||||R-VA002SC00650EB|02-650|Gasoline Allley|002|Albemarle County|002|Albemarle County|    02-631 Rio Rd East| 110131|0|0|0|    0.01 ME 02-631| 110131|0|.01|.01|    09/12/2018|216|R|||||||X||24|||X||||||||||||||
701170|0|R-VA002SC00650EB||||R-VA002SC00650EB|02-650|Gasoline Alley|002|Albemarle County|002|Albemarle County|    0.01 ME 02-631| 110131|0|.01|.01|    Dead End| 110211|0|0|.11|    07/18/2018|266|R|||||||X||24|||X||||||||||||||
701171|0|R-VA002SC00651EB||||R-VA002SC00651EB|02-651|Wakefield Rd|002|Albemarle County|002|Albemarle County|    02-631 Rio Rd| 110129|0|0|0|    02-1428 Huntington Rd| 110212|0|0|.27|    09/08/2021|301|R|||||||X||24|||X||||||||||||||
701172|0|R-VA002SC00651EB||||R-VA002SC00651EB|02-651|Free State Rd|002|Albemarle County|002|Albemarle County|    02-1428 Huntington Rd| 110212|0|0|.27|    Dead End|1146532|0|0|.39|    09/08/2021|1618|R|||||||X||24|||X||||||||||||||
701173|0|R-VA002SC00652NB||||R-VA002SC00652NB|02-652|Old Brook Rd|002|Albemarle County|002|Albemarle County|    02-631 Rio Rd East| 110127|0|0|0|    02-1331 Raintree Dr| 110216|0|0|.71|    01/01/2022|2056|G|98|1|1|0|0|0|C|.112|6 |.56|2167|G||||||||||||||
701174|0|R-VA002SC00652NB||||R-VA002SC00652NB|02-652|Old Brook Rd|002|Albemarle County|002|Albemarle County|    02-1331 Raintree Dr| 110216|0|0|.71|    02-1330 Bixham Lane| 110217|0|0|.82|    01/01/2022|1200|G|98|1|1|0|0|0|C|.111|6 |.55|1266|G||||||||||||||
701175|0|R-VA002SC00652NB||||R-VA002SC00652NB|02-652|Westmoreland Rd|002|Albemarle County|002|Albemarle County|    02-1330 Bixham Lane| 110217|0|0|.82|    02-854 Carrsbrook Dr| 110221|0|0|1.12|    01/01/2022|816|G|98|1|0|0|0|0|C|.117|6 |.52|861|G||||||||||||||
701176|0|R-VA002SC00653EB||||R-VA002SC00653EB|02-653|Old Free Union Rd|002|Albemarle County|002|Albemarle County|    02-601 Free Union Rd| 110017|0|0|0|    Dead End| 111185|0|0|.14|    08/18/2021|63|R|||||||X||24|||X||||||||||||||
402067|0|R-VA002SC00654EB||||R-VA002SC00654EB|02-654|Garth Barracks Rd|002|Albemarle County|002|Albemarle County|    02-601 Old Garth Rd| 110022|0|0|0|    | 110223|0|0|1.6|    01/01/2022|6776|G|97|0|1|1|0|0|C|.093|6 |.51|7134|G||||||||||||||
402070|0|R-VA002SC00654EB||||R-VA002SC00654EB|02-654|Garth Barracks Rd|002|Albemarle County|002|Albemarle County|    02-656 Georgetown Rd| 110223|0|0|1.6|    |1001254|0|0|1.99|    01/01/2022|20451|G|97|0|1|1|0|0|F|.094|6 |.51|21532|G||||||||||||||
800770|0|R-VA002SC00654UK      RMP002.00A||||R-VA002SC00654UK      RMP002.00A|02-654  EXIT 2A|Ramp|104|City of Charlottesville|002|Albemarle County|    02-654 RAMP-FR & T0 R| 110229|0|0|0|    US 250 RAMP FROM RTE 654| 111440|0|0|.09|    01/01/2022|7239|F|98|1|1|0|0|0|C|.114|6 |1|7239|F||||||||||||||
701177|0|R-VA002SC00655NB||||R-VA002SC00655NB|02-655|Christmas Hill Lane|002|Albemarle County|002|Albemarle County|    02-712 Plank Rd| 110231|0|0|0|    Dead End| 110232|0|0|.15|    07/28/2021|65|T|||||||X||24|||X||||||||||||||
406827|0|R-VA002SC00656NB||||R-VA002SC00656NB|02-656||002|Albemarle County|002|Albemarle County|    02 Town Mews Ln|1265723|0|0|0|    02-654 Barracks Rd| 110223|0|0|.19|    01/01/2022|207|N|97|0|1|1|1|0|C|.117|6 |.75|203|N||||||||||||||
402071|0|R-VA002SC00656NB||||R-VA002SC00656NB|02-656|Georgetown Rd|002|Albemarle County|002|Albemarle County|    02-654 Barracks Rd| 110223|0|0|.19|    02-1490 Greentree Park| 110233|0|0|.39|    01/01/2022|13784|G|98|1|1|0|0|0|F|.099|6 |.51|14513|G||||||||||||||
402072|0|R-VA002SC00656NB||||R-VA002SC00656NB|02-656|Georgetown Rd|002|Albemarle County|002|Albemarle County|    02-1490 Greentree Park| 110233|0|0|.39|    | 110239|0|0|1.05|    01/01/2022|13853|G|98|1|1|0|0|0|C|.105|6 |.5|14585|G||||||||||||||
701178|0|R-VA002SC00657EB||||R-VA002SC00657EB|02-657|Lambs Rd|002|Albemarle County|002|Albemarle County|    Cul-de-Sac| 110242|0|0|0|    02-743 Hydraulic Rd| 110488|0|0|1.46|    09/20/2018|5045|R|||||||X||24|||X||||||||||||||
701179|0|R-VA002SC00658EB||||R-VA002SC00658EB|02-658|Barracks Farm Rd|002|Albemarle County|002|Albemarle County|    02-601 Garth Rd| 110021|0|0|0|    02-1015 Ivy Farm Rd| 110243|0|0|.8|    11/07/2018|1387|R|||||||X||24|||X||||||||||||||
701180|0|R-VA002SC00658EB||||R-VA002SC00658EB|02-658|Barracks Farm Rd|002|Albemarle County|002|Albemarle County|    02-1015 Ivy Farm Rd| 110243|0|0|.8|    Dead End| 111220|0|0|1|    08/24/2021|197|R|||||||X||24|||X||||||||||||||
701181|0|R-VA002SC00659NB||||R-VA002SC00659NB|02-659|Woodburn Rd|002|Albemarle County|002|Albemarle County|    02-631 Rio Rd West| 110124|0|0|0|    Dead End| 110244|0|0|1.2|    07/31/2018|544|R|||||||X||24|||X||||||||||||||
402073|0|R-VA002SC00660EB||||R-VA002SC00660EB|02-660|Reas Ford Rd|002|Albemarle County|002|Albemarle County|    02-676 Woodlands Rd| 110309|0|0|0|    02-1541 Willwood Dr| 110248|0|0|2.17|    01/01/2022|1347|G|97|1|1|1|0|0|C|.111|6 |.61|1298|G||||||||||||||
402074|0|R-VA002SC00660EB||||R-VA002SC00660EB|02-660|Reas Ford Rd|002|Albemarle County|002|Albemarle County|    02-1541 Willwood Dr| 110248|0|0|2.17|    02-1555 Loftlands Dr| 110251|0|0|4.07|    01/01/2022|1148|G|97|0|1|1|0|0|C|.122|6 |.54|1106|G||||||||||||||
402075|0|R-VA002SC00660EB||||R-VA002SC00660EB|02-660|Reas Ford Rd|002|Albemarle County|002|Albemarle County|    02-1555 Loftlands Dr| 110251|0|0|4.07|    02-743 S, Earlysville Rd| 110252|0|0|4.37|    01/01/2022|2010|G|95|1|2|1|2|0|C|.109|6 |.62|1936|G||||||||||||||
701182|0|R-VA002SC00660EB||||R-VA002SC00660EB|02-660|Earlysville Forest Dr|002|Albemarle County|002|Albemarle County|    02-743 S, Earlysville Rd| 110252|0|0|4.37|    02-1580 Pine Grove| 110253|0|0|4.81|    07/22/2021|1153|R|||||||X||24|||X||||||||||||||
701183|0|R-VA002SC00660EB||||R-VA002SC00660EB|02-660|Earlysville Forest Dr|002|Albemarle County|002|Albemarle County|    02-1580 Pine Grove| 110253|0|0|4.81|    02-1581 Windy Cove| 110254|0|0|4.96|    07/22/2021|644|R|||||||X||24|||X||||||||||||||
701184|0|R-VA002SC00660EB||||R-VA002SC00660EB|02-660|Earlysville Forest Dr|002|Albemarle County|002|Albemarle County|    02-1581 Windy Cove| 110254|0|0|4.96|    02-1582 Paddock Circle| 110255|0|0|5.07|    07/22/2021|414|R|||||||X||24|||X||||||||||||||
701185|0|R-VA002SC00660EB||||R-VA002SC00660EB|02-660|Earlysville Forest Dr|002|Albemarle County|002|Albemarle County|    02-1582 Paddock Circle| 110255|0|0|5.07|    02-1583 Fox Ridge Dr| 110256|0|0|5.3|    07/22/2021|379|R|||||||X||24|||X||||||||||||||
701186|0|R-VA002SC00660EB||||R-VA002SC00660EB|02-660|Earlysville Forest Dr|002|Albemarle County|002|Albemarle County|    02-1583 Fox Ridge Dr| 110256|0|0|5.3|    02-1584 Rowan Ct| 110257|0|0|5.38|    07/22/2021|337|R|||||||X||24|||X||||||||||||||
701187|0|R-VA002SC00660EB||||R-VA002SC00660EB|02-660|Earlysville Forest Dr|002|Albemarle County|002|Albemarle County|    02-1584 Rowan Ct| 110257|0|0|5.38|    02-1585 Trillium Rd| 110258|0|0|5.43|    07/22/2021|303|R|||||||X||24|||X||||||||||||||
701188|0|R-VA002SC00660EB||||R-VA002SC00660EB|02-660|Earlysville Forest Dr|002|Albemarle County|002|Albemarle County|    02-1585 Trillium Rd| 110258|0|0|5.43|    02-1586 Hunters Ridge Rd| 110259|0|0|5.62|    07/22/2021|275|R|||||||X||24|||X||||||||||||||
701189|0|R-VA002SC00660EB||||R-VA002SC00660EB|02-660|Earlysville Forest Dr|002|Albemarle County|002|Albemarle County|    02-1586 Hunters Ridge Rd| 110259|0|0|5.62|    02-1587 Saddle Ct| 110260|0|0|5.69|    07/22/2021|189|R|||||||X||24|||X||||||||||||||
701190|0|R-VA002SC00660EB||||R-VA002SC00660EB|02-660|Earlysville Forest Dr|002|Albemarle County|002|Albemarle County|    02-1587 Saddle Ct| 110260|0|0|5.69|    02-1588 Carriage Hill Dr| 706041|0|0|5.85|    07/22/2021|145|R|||||||X||24|||X||||||||||||||
701191|0|R-VA002SC00660EB||||R-VA002SC00660EB|02-660|Earlysville Forest Dr|002|Albemarle County|002|Albemarle County|    02-1588 Carriage Hill Dr| 706041|0|0|5.85|    02-1589 Beaver Creek Rd| 706042|0|0|6.15|    07/22/2021|168|R|||||||X||24|||X||||||||||||||
701192|0|R-VA002SC00660EB||||R-VA002SC00660EB|02-660|Earlysville Forest Dr|002|Albemarle County|002|Albemarle County|    02-1589 Beaver Creek Rd| 706042|0|0|6.15|    02-1590 Buckhorn Trail| 706043|0|0|6.29|    07/22/2021|145|R|||||||X||24|||X||||||||||||||
701193|0|R-VA002SC00660EB||||R-VA002SC00660EB|02-660|Earlysville Forest Dr|002|Albemarle County|002|Albemarle County|    02-1590 Buckhorn Trail| 706043|0|0|6.29|    02-1591 Quail Ridge Circle| 706044|0|0|6.39|    07/22/2021|169|R|||||||X||24|||X||||||||||||||
701194|0|R-VA002SC00660EB||||R-VA002SC00660EB|02-660|Earlysville Forest Dr|002|Albemarle County|002|Albemarle County|    02-1591 Quail Ridge Circle| 706044|0|0|6.39|    02-743 N, Advance Mills Rd| 706040|0|0|6.44|    11/20/2018|354|R|||||||X||24|||X||||||||||||||
701195|0|R-VA002SC00661NB||||R-VA002SC00661NB|02-661|Reas Ford Lane|002|Albemarle County|002|Albemarle County|    Dead End| 110261|0|0|0|    02-660 Reas Ford Rd| 110250|0|0|.9|    07/22/2021|120|R|||||||X||24|||X||||||||||||||
701196|0|R-VA002SC00662NB||||R-VA002SC00662NB|02-662|Bleak House Rd|002|Albemarle County|002|Albemarle County|    02-660 Reas Ford Rd| 110247|0|0|0|    1.00 MW 02-660| 110247|0|1|1|    07/22/2021|413|R|||||||X||24|||X||||||||||||||
701197|0|R-VA002SC00662NB||||R-VA002SC00662NB|02-662|Bleak House Rd|002|Albemarle County|002|Albemarle County|    1.00 MW 02-660| 110247|0|1|1|    02-665 Buck Mountain Rd| 110262|0|0|2.35|    07/22/2021|112|R|||||||X||24|||X||||||||||||||
402076|0|R-VA002SC00663NB||||R-VA002SC00663NB|02-663|Buck Mountain Rd|002|Albemarle County|002|Albemarle County|    02-743 Earlysville Rd| 110266|0|0|0|    Jurisdiction Boundary: 002 Albemarle County| 111184|0|0|1.38|    01/01/2022|5530|G|98|0|1|0|0|0|C|.108|6 |.7|5328|G||||||||||||||
406669|0|R-VA002SC00663NB||||R-VA002SC00663NB|02-663|Simmons Gap Rd|002|Albemarle County|002|Albemarle County|    02-664 S, Buck Mountain Rd| 111184|0|0|1.38|    02-664 N, Buffalo River Rd| 110264|0|0|1.86|    01/01/2022|3460|G|98|0|1|0|0|0|F|.113|6 |.75|3334|G||||||||||||||
701198|0|R-VA002SC00663NB||||R-VA002SC00663NB|02-663|Simmons Gap Rd|002|Albemarle County|002|Albemarle County|    02-664 N, Buffalo River Rd| 110264|0|0|1.86|    02-810 Dyke Rd; 02-664 Markwood Rd| 110267|0|0|7.1|    08/18/2021|1143|R|||||||X||24|||X||||||||||||||
402077|0|R-VA002SC00664EB||||R-VA002SC00664EB|02-664|Markwood Rd|002|Albemarle County|002|Albemarle County|    02-810 Simmons Gap Rd; Dyke Rd| 110267|0|0|0|    02-776 Buck Mountain Ford Lane| 110269|0|0|3|    01/01/2022|701|G|97|1|1|0|0|0|C|.119|6 |.63|676|G||||||||||||||
402078|0|R-VA002SC00664EB||||R-VA002SC00664EB|02-664|Markwood Rd|002|Albemarle County|002|Albemarle County|    02-776 Buck Mountain Ford Lane| 110269|0|0|3|    | 110272|0|0|5.53|    01/01/2022|979|G|97|1|1|0|0|0|C|.092|6 |.63|942|G||||||||||||||
406670|0|R-VA002SC00664EB||||R-VA002SC00664EB|02-664|Buck Mountain Rd|002|Albemarle County|002|Albemarle County|    02-665; Markwood Rd| 110272|0|0|5.53|    02-663 S, Simmons Gap Rd| 111184|0|0|5.93|    01/01/2022|2560|G|97|1|1|1|0|0|C|.105|6 |.62|2466|G||||||||||||||
402079|0|R-VA002SC00664EB||||R-VA002SC00664EB|02-664|Buffalo River Rd|002|Albemarle County|002|Albemarle County|    02-663 N, Simmons Gap Rd| 110264|0|0|6.41|    02-604; Frays Mountain Rd| 110038|0|0|6.81|    01/01/2022|2111|G|97|0|1|1|0|0|C|.132|6 |.74|2033|G||||||||||||||
701199|0|R-VA002SC00664EB||||R-VA002SC00664EB|02-664|Frays Mountain Rd|002|Albemarle County|002|Albemarle County|    02-604 Buffalo River Rd| 110038|0|0|6.81|    02-743 Advance Mills Rd| 110274|0|0|8.61|    08/18/2021|494|R|||||||X||24|||X||||||||||||||
701200|0|R-VA002SC00665EB||||R-VA002SC00665EB|02-665|Millington Rd|002|Albemarle County|002|Albemarle County|    02-671 Ballards Mill Rd| 110275|0|0|0|    02-609 Chapel Rd| 110051|0|0|3.3|    08/24/2021|603|R|||||||X||24|||X||||||||||||||
701201|0|R-VA002SC00665EB||||R-VA002SC00665EB|02-665|Millington Rd|002|Albemarle County|002|Albemarle County|    02-609 Chapel Rd| 110051|0|0|3.3|    02-601 W, Free Union Rd| 110016|0|0|3.6|    08/18/2021|751|R|||||||X||24|||X||||||||||||||
402080|0|R-VA002SC00665EB||||R-VA002SC00665EB|02-665|Buck Mountain Rd|002|Albemarle County|002|Albemarle County|    02-601 E, Free Union Rd| 111181|0|0|3.69|    | 110262|0|0|6.37|    01/01/2022|895|G|95|1|2|1|1|0|C|.126|6 |.63|862|G||||||||||||||
402081|0|R-VA002SC00665EB||||R-VA002SC00665EB|02-665|Buck Mountain Rd|002|Albemarle County|002|Albemarle County|    02-662 Bleak House Rd| 110262|0|0|6.37|    02-664 Markwood Rd| 110272|0|0|8.47|    01/01/2022|1138|G|95|1|2|1|1|0|C|.11|6 |.65|1097|G||||||||||||||
701202|0|R-VA002SC00666EB||||R-VA002SC00666EB|02-666|Allen Rd|002|Albemarle County|002|Albemarle County|    Dead End| 110278|0|0|0|    02-664 Markwood Rd| 110271|0|0|.8|    06/19/2018|200|R|||||||X||24|||X||||||||||||||
701203|0|R-VA002SC00667EB||||R-VA002SC00667EB|02-667|Catterton Rd|002|Albemarle County|002|Albemarle County|    02-601 Free Union Rd| 110014|0|0|0|    0.80 ME 02-601| 110014|0|.8|.8|    08/18/2021|97|R|||||||X||24|||X||||||||||||||
701204|0|R-VA002SC00667EB||||R-VA002SC00667EB|02-667|Catterton Rd|002|Albemarle County|002|Albemarle County|    0.80 ME 02-601| 110014|0|.8|.8|    02-776 Buck Mountain Ford Rd| 110279|0|0|.9|    08/18/2021|63|R|||||||X||24|||X||||||||||||||
701205|0|R-VA002SC00667EB||||R-VA002SC00667EB|02-667|Catterton Rd|002|Albemarle County|002|Albemarle County|    02-776 Buck Mountain Ford Rd| 110279|0|0|.9|    1.00 ME 02-776| 110279|0|1|1.9|    07/26/2018|62|R|||||||X||24|||X||||||||||||||
701206|0|R-VA002SC00667EB||||R-VA002SC00667EB|02-667|Catterton Rd|002|Albemarle County|002|Albemarle County|    1.00 ME 02-776| 110279|0|1|1.9|    02-665 Buck Mountain Rd| 110277|0|0|3.5|    08/18/2021|181|R|||||||X||24|||X||||||||||||||
701207|0|R-VA002SC00668EB||||R-VA002SC00668EB|02-668|Batton Rd|002|Albemarle County|002|Albemarle County|    Dead End| 110284|0|0|0|    02-765 Walnut Level Rd| 110283|0|0|.4|    08/26/2021|20|T|||||||X||24|||X||||||||||||||
701208|0|R-VA002SC00668EB||||R-VA002SC00668EB|02-668|Walnut Level Rd|002|Albemarle County|002|Albemarle County|    02-765 Walnut Level Rd| 110283|0|0|.4|    02-756 CCC Rd| 110282|0|0|1|    08/26/2021|152|R|||||||X||24|||X||||||||||||||
701209|0|R-VA002SC00668EB||||R-VA002SC00668EB|02-668|Walnut Hill Rd|002|Albemarle County|002|Albemarle County|    02-756 CCC Rd| 110282|0|0|1|    02-810 N, Browns Gap Tpke| 111161|0|0|1.5|    08/26/2021|179|R|||||||X||24|||X||||||||||||||
701210|0|R-VA002SC00668EB||||R-VA002SC00668EB|02-668|Fox Mountain Rd|002|Albemarle County|002|Albemarle County|    02-810 S, Browns Gap Tpke| 110281|0|0|1.62|    02-671 N, Wesley Chapel Rd| 111179|0|0|6.72|    08/26/2021|41|R|||||||X||24|||X||||||||||||||
